rollout,timesteps,reward_area,reward_tv_i,reward_tv_g,reward_coll,reward_const,reward_turn,reward_overlap,reward_total,coverage_ratio,collision,action_override_rate,episode_done_count,episode_final_coverage_ratio,episode_final_collision,episode_final_steps
59.0,7552.0,0.1484375,-0.013794422149658203,0.0,0.0,-0.10000000000000002,-0.030468749999999996,-0.08515625000000002,-0.08098192214965823,0.3717068033199195,0.0,0.2109375,0.0,,,
60.0,7680.0,0.0703125,0.024084709584712982,0.0,0.0,-0.10000000000000002,-0.021484375,-0.09296875000000002,-0.12005591541528707,0.378756916498994,0.0,0.359375,0.0,,,
61.0,7808.0,0.0390625,-0.0022097095847129823,0.0,0.0,-0.10000000000000002,-0.026562499999999996,-0.09609375000000002,-0.185803459584713,0.3811776911468813,0.0,0.2265625,0.0,,,
62.0,7936.0,0.0,0.0,0.0,0.0,-0.10000000000000002,-0.030078124999999997,-0.10000000000000002,-0.23007812500000002,0.3822937625754528,0.0,0.1875,0.0,,,
63.0,8064.0,0.3046875,-0.094887375831604,0.0,0.0,-0.10000000000000002,-0.029296874999999997,-0.06953124999999999,0.010971999168396005,0.1971830985915493,0.0,0.1875,2.0,0.3822937625754527,0.0,2000.0
64.0,8192.0,0.3828125,-0.10243179574608803,0.0,0.0,-0.10000000000000002,-0.034374999999999996,-0.06171875,0.08428695425391196,0.03339568661971831,0.0,0.09375,0.0,,,
65.0,8320.0,0.203125,-0.01875000298023224,0.0,0.0,-0.10000000000000002,-0.030078124999999997,-0.0796875,-0.02539062798023225,0.0537836393360161,0.0,0.140625,0.0,,,
66.0,8448.0,0.1484375,0.013415302336215974,0.0,0.0,-0.10000000000000002,-0.024609375,-0.08515625000000002,-0.04791282266378405,0.06477930080482897,0.0,0.203125,0.0,,,
67.0,8576.0,0.1640625,-0.04488735944032669,0.0,0.0,-0.10000000000000002,-0.027734375,-0.08359375,-0.09215298444032671,0.07160148390342053,0.0,0.15625,0.0,,,
68.0,8704.0,0.0625,0.007544413208961485,0.0,0.0,-0.10000000000000002,-0.027734375,-0.09375000000000001,-0.15143996179103852,0.07974408953722335,0.0,0.1640625,0.0,,,
69.0,8832.0,0.40625,-0.09381504207849503,0.0,0.0,-0.10000000000000002,-0.03359375,-0.059375000000000004,0.11946620792150496,0.09363996478873239,0.0,0.0234375,0.0,,,
70.0,8960.0,0.390625,-0.12910535112023355,0.0,0.0,-0.10000000000000002,-0.0359375,-0.0609375,0.06464464887976645,0.1241432972837022,0.0,0.0390625,0.0,,,
71.0,9088.0,0.265625,-0.04709707945585251,0.0,0.0,-0.10000000000000002,-0.0359375,-0.0734375,0.009152920544147482,0.14308507293762573,0.0,0.0546875,0.0,,,
72.0,9216.0,0.1171875,-0.016919413208961488,0.0,0.0,-0.10000000000000002,-0.036718749999999994,-0.08828125,-0.12473191320896149,0.15497673541247486,0.0,0.015625,0.0,,,
73.0,9344.0,0.109375,0.0066291272640228265,0.0,0.0,-0.10000000000000002,-0.028124999999999997,-0.08906250000000002,-0.10118337273597719,0.1627970950704225,0.0,0.09375,0.0,,,
74.0,9472.0,0.4296875,-0.12247622460126875,0.0,0.0,-0.10000000000000002,-0.034375,-0.05703124999999999,0.11580502539873119,0.1806463782696177,0.0,0.015625,0.0,,,
75.0,9600.0,0.375,-0.04046795517206192,0.0,0.0,-0.10000000000000002,-0.03515625,-0.06249999999999999,0.13687579482793805,0.2064653546277666,0.0,0.0078125,0.0,,,
76.0,9728.0,0.2734375,-0.007544405758380892,0.0,0.0,-0.10000000000000002,-0.037109375,-0.07265625,0.0561274692416191,0.22719127263581487,0.0,0.0078125,0.0,,,
77.0,9856.0,0.46875,-0.1643171139061451,0.0,0.0,-0.10000000000000002,-0.030468749999999996,-0.05312499999999999,0.12083913609385491,0.2522557218309859,0.0,0.0234375,0.0,,,
78.0,9984.0,0.3984375,-0.024006202816963196,0.0,0.0,-0.10000000000000002,-0.0359375,-0.060156249999999994,0.1783375471830368,0.2779489436619718,0.0,0.0546875,0.0,,,
79.0,10112.0,0.3359375,-0.07888324856758118,0.0,0.0,-0.10000000000000002,-0.029296874999999997,-0.06640625,0.06135112643241881,0.30126068913480875,0.0,0.1015625,0.0,,,
